zpid , street , zipcode , city , state , latitude , longitude , price , bedrooms , bathrooms , finishedSqFt , lotSizeSqFt , yearBuilt , yearUpdated , numFloors , view , parkingType , heatingSources , heatingSystem , rooms , neighborhood , schoolDistrict , homeDescription 
40002965,416 Locust Ave,7027,GARWOOD,NJ,40.648508,-74.325721,NA,4,2,NA,6251,1930,NA,3,NA,"Garage - Detached, Off-street, On-street",Gas,NA,"Breakfast nook, Dining room, Laundry room, Office",NA,NA,NA
40002984,310 Locust Ave,7027,GARWOOD,NJ,40.649008,-74.322051,NA,4,2,1568,5001,1920,NA,NA,NA,Garage - Detached,Gas,Baseboard,NA,NA,NA,"Lovely spacious Colonial offers great charm and decorator style. 4 BR, 2 Full Spa-like Baths. Large LR, Gracious FDR, Updated Kitchen has Granite counters, S/S Ref. DW, Gas-Range/Oven. Gleaming HWF Convenient first floor bedroom and full bath. Move in condition...Just unpack your bags and move right in. Convenient to Schools, Recreation, Shopping, bus and train. This home could be yours!"
40002993,417 Center St,7027,GARWOOD,NJ,40.648663,-74.323818,NA,4,2,1535,7501,1900,2004,2,NA,Garage - Detached,Gas,Forced air,"Dining room, Family room",NA,NA,"Spacious Side-hall Colonial home, centrally located. Freshly painted interior, refinished Pine floors, updated Eat-in Kitchen with Granite Counter tops, Thomasville Hickory Cabinetry,   Italian Ceramic floors, newer appliances, central air. Walk up attic- ready to be finished for extra living space, spacious basement, loads of potential. Large backyard with oversized detached garage. 2 car wide driveway. 200 amp service. Furnace comes with transferable warranty. Good schools, Commuters Delight! Walk to Downtown Garwood and NY transportation! This is a Move-in Ready Home! Seller has paid for Lawn Maintenance through end of season and 4 Fall cleanup."
40002995,409 Center St,7027,GARWOOD,NJ,40.648933,-74.323882,NA,2,2,1757,7500,1902,NA,2,NA,Off-street,NA,NA,NA,NA,NA,"Older 2 Family Home needs updating, located in convenient, well maintained prime neighborhood.  3 block walk to the NYC Train or Express Bus, Kings Supermarket and shopping center, Close to Parks, Schools and Houses of Worship."
40003014,408 Beech Ave,7027,GARWOOD,NJ,40.647712,-74.324963,NA,2,1,1824,3999,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2nd floor apartment on quiet street w/basement and attic storage, WA and DY in basement also one car garage and rear parking, newly painted interior, convenient to town and transportation"
40003015,412 Beech Ave,7027,GARWOOD,NJ,40.647693,-74.325105,NA,2,1,NA,3920,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spacious first floor apt. Use of front porch,yard and basement storage and washer and dryer.Conv.to shops and train. Tenant pays 1st $100. of repairs. Tenant pays 10% of 1 year rent. NO PETS!"
40003030,333 Locust Ave,7027,GARWOOD,NJ,40.648363,-74.32274,NA,3,2,842,7405,1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pristine and lovingly renovated custom colonial simply loaded with charm. From the inviting front porch, to a huge parklike property, amazing location and professionally landscaped. A serene setting with flowers in full bloom. Enchanting home with a top to bottom addition includes a huge master suite with full bath and double vanity. A true 1930's ambiance with arched doorways, gleaming hardwood floors, formal dining and living room with a wood burning fireplace. Brand new stunning kitchen with granite and glass backsplash, breakfast nook with huge pantry overlooking an amazing expanse of rear yard and huge deck. This home is pure joy to view also includes newer CAC and gas furnace, tons of light fills this home with an incandescent glow. This amazing home will not disappoint!!"
40003031,336 Beech Ave,7027,GARWOOD,NJ,40.648019,-74.322712,NA,3,2,1664,5001,1957,NA,2,NA,Garage - Attached,Gas,Forced air,Master bath,NA,NA,"This ~delightful~ home is perfectly located between Unami Park and the train station! Features include a spacious Master suite, generous basement & big,private grass yard. Many ""big ticket"" updates!  Located only 7 blocks away from the Garwood train station (Raritan valley line) and 6 blocks away from Unami Park! Hardwood and pergo floors throughout. Updates include: Steps, patio, driveway, shed (2012), Roof (2009),Windows (2008),Siding (2007),Wood fence (2004),Electric box (2003), CAC & furnace (12-2002), Gas meter (2001),Kitchen (1998). "
40003032,344 Beech Ave,7027,GARWOOD,NJ,40.647975,-74.323031,NA,5,2,NA,5001,1902,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
40003035,515 Center St,7027,GARWOOD,NJ,40.647972,-74.323671,NA,NA,NA,1582,5662,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40003045,228 Willow Ave,7027,GARWOOD,NJ,40.651561,-74.320547,NA,4,2,1704,5662,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Fl has extended kit, deck off bck, Part Finished bsmt that cld be great office... it has a summ kitch&full bth..rest of bsmt is for storage & Laundry, seperate utilities"
40003046,234 Willow Ave,7027,GARWOOD,NJ,40.651534,-74.320742,NA,2,1,1682,5502,1942,NA,NA,NA,On-street,NA,Forced air,Laundry room,NA,NA,NA
40003051,260 Willow Ave,7027,GARWOOD,NJ,40.651408,-74.321673,NA,4,2,1664,3999,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40003055,110 Willow Ave,7027,GARWOOD,NJ,40.65203,-74.317099,NA,3,1,700,5998,1924,NA,NA,NA,On-street,Gas,Baseboard,NA,NA,NA,"Newly renovated 1st fl apt, 3 bed, 1 ba, hw floors, ss appliances, granite tops, amazing natural light, locked storage room  and  w/d hookup in bsmt"
40003070,253 Willow Ave,7027,GARWOOD,NJ,40.651018,-74.321259,NA,5,3,2172,6499,1942,1970,2,NA,Off-street,NA,NA,NA,NA,NA,NA
40003075,225 Willow Ave,7027,GARWOOD,NJ,40.651197,-74.319939,NA,1,1,1252,3920,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Why pay rent or association fees? Own this adorable 1 bedroom Bungalow with room for expansion. Large Living room ,Formal Dining Room, Eat in Kitchen, walk up attic and unfinished basement. Lotc size 40 x 100, 1 Car detached garage, near schools, parks, shopping and NYC bus!"
40003087,242 Myrtle Ave,7027,GARWOOD,NJ,40.650726,-74.320844,NA,3,1.5,1525,4791,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEAUTIFULLY DONE AND TOTALLY UPDATED SPLIT. A TRUE GARDENERS DREAM SURROUNDS THIS AMAZING HOME.. HUGE ALL SEASON FLORIDA ROOM WITH HEAT AND CAC OVERLOOKS SPARKLING COLOR FILLED AND PRIVATE YARD.
40003089,252 Myrtle Ave,7027,GARWOOD,NJ,40.650679,-74.321191,NA,NA,NA,NA,5201,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40003096,149 Willow Ave,7027,GARWOOD,NJ,40.651412,-74.318361,NA,2,1,9999,4791,1942,NA,NA,NA,Off-street,NA,NA,NA,NA,NA,"Fully renovated 2-BR apartment on second floor.  Centrally located on a quiet street. A short walk to NY train/bus and Park.  Living room and eat-in kitchen with open floor plan. Quartz countertop, tiled backsplash, and  stainless steel looking appliances.  Laundry hookups in basement. Central A/C and forced air  gas heating.  Newer doors and windows.   1.5mo deposit. Rent +utilities."
40003097,143 Willow Ave,7027,GARWOOD,NJ,40.651436,-74.318184,NA,4,2,NA,4791,1902,NA,NA,NA,NA,Gas,Forced air,NA,NA,NA,"Pristine Brick 2-Family, all separate utilities. New roof, windows, newer heating units.Close to NYC trains & buses, shops, schools. Great Investment property."
40003103,115 Willow Ave,7027,GARWOOD,NJ,40.651541,-74.317153,NA,4,1.5,NA,5876,1900,1975,2,None,"Garage - Detached, Off-street, On-street",Oil,Radiant,"Dining room, Family room, Laundry room, Pantry, Workshop",NA,Garwood,"This Home is perfect for a growing family.  It is well maintaned and is in move in condition. It should be trouble free for years without hedaches.  It has a fairly new roof, central air conditioner, newer efficient heater, new water heater.  The basement has been french drained and has two new sump pumps installed.  It has an eat in kitchen and a large dinning room.  The living room and dinning room can be combined for large family dinners. The porch is heated and can be used for many things currently an office.  Four bedrooms can host a large immediate family.  The basement is partially finished"
40003105,107 Willow Ave,7027,GARWOOD,NJ,40.651593,-74.316775,NA,4,2,1000,7501,1950,NA,2,Park,Garage - Attached,Gas,Geothermal,"Dining room, Family room, Laundry room",NA,NA,"Pet friendly 2 bedroom, top floor unit. Commuter's dream. Gorgeous, brand new bath. Eat-in-kitchen, dishwasher, washer/dryer hook-up, newer windows. Near transportation, schools, town. Wood floors."
40003166,226 Locust Ave,7027,GARWOOD,NJ,40.649316,-74.319783,NA,3,2,1144,5001,1926,NA,2,None,Off-street,NA,NA,Dining room,NA,NA,NA
40003177,161 Spruce Ave,7027,GARWOOD,NJ,40.649868,-74.318542,NA,3,2,1644,4791,1962,NA,NA,NA,NA,NA,NA,"Laundry room, Dining room",NA,NA,"Remodeled with spectacular kitchen open to living areas. Wonderful floor plan, terrific location. Just bring your furniture. Minutes to transportation & shopping"
40003182,196 Locust Ave,7027,GARWOOD,NJ,40.649446,-74.318569,NA,3,3,2352,7840,1954,NA,2,NA,Garage - Attached,Oil,NA,"Dining room, Family room, Recreation room, Walk-in closet",NA,NA,"Extended Cape - incredible large rooms, great location.   Home features living room, dining room, eat-in kitchen, 3 baths, family room with ductless split a c and heat; walk in closet, built-ins, wood floors, wood moldings, Large bsmt partially finished as a Rec room, laundry, storage, Built-in 1 car garage. New roof, new siding, Move-in Condition. Home sale in ""as-is"" condition. Just need your touch to make it a gorgeous home. This home has a lot offer come and see today."
40003184,509 East St,7027,GARWOOD,NJ,40.648737,-74.321145,NA,4,2,1271,3920,1924,NA,2,NA,NA,NA,NA,NA,NA,NA,"NEW PRICE! This lovely Colonial opens to an inviting entry foyer, which is flanked by the formal dining room.  The dinner party perfect dining room overlooks the front porch and includes a wood burning fireplace.  The efficient, eat-in kitchen features generous work and storage space with a door to the backyard for easy outdoor entertaining. An adjacent family room and updated powder room complete this level.   The second floor boasts three bedrooms and a hall bath with tub shower.  There is access from the second floor hall to the spacious walk up third level which boasts a bedroom/bonus room and storage.  The basement provides additional storage space and includes laundry area.  This corner property with enclosed front porch offers an oversized paved driveway, private, partially fenced rear yard with paver patio and storage shed. Conveniently located to schools, parks, downtown for shopping and dining, and NYC transportation."
40003186,253 Locust Ave,7027,GARWOOD,NJ,40.648638,-74.320719,NA,1,1,NA,5998,1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don't miss this spacious, bright 2nd Floor one-bedroom just blocks from town, train and shopping.  Lg living and dining rooms. Hardwood floors. Good sized closet in bedroom.Kitchen remodeled in 2014. Pets allowed with some restrictions. Shared use of backyard.  Washer, dryer and storage in shared basement."
40003190,237 Locust Ave,7027,GARWOOD,NJ,40.648706,-74.320223,NA,3,2,1326,5998,NA,NA,2,NA,Off-street,NA,NA,"Dining room, Family room, Laundry room",NA,NA,NA
40003194,219 Locust Ave,7027,GARWOOD,NJ,40.648793,-74.319584,NA,4,2,2192,5998,1902,NA,2,NA,Off-street,Gas,Other,"Dining room, Family room, Laundry room, Sun room",NA,NA,"EXCELLENT AREA!   Lovely Quaint & Spacious 2 br on 2nd fl of two Family Home separate entrance has living rm, dining rm, eat-in-kitchen, rear sunporch/office, walk up attic with lots storage yard to barb-b-q in parking in rear Walk to shopping / Eaterys / New Jersey Transit ( Garwood, Westfield , Cranford trains )"
40003195,217 Locust Ave,7027,GARWOOD,NJ,40.648812,-74.319443,NA,3,1,1292,6098,1918,NA,2,NA,Garage - Detached,NA,Other,"Sun room, Dining room",NA,NA,"WOW!!! Just turn the key and unpack. This home has been completely renovated from top to bottom also inside and out. No expense was spared when renovating. All big ticket items are new!!! The kitchen was tastefully remodeled with granite counters, tiled backsplash, cherry cabinets and SS appliances. The first floor consists of a large living room and formal dining room which both boast gleaming hardwood floors that compliment the homes original wood work. The roof, siding, windows, 3 season porch, hot water heater etc. are all done for your buyers! There is a 1 car detached garage with electricity. This house will suit any buyers needs/taste. Pictures will not do this home any justice and needs to be seen in person. The sellers can accommodate a quick closing. Low taxes and easy to show!!!"
40003199,226 Rankin Ave,7027,GARWOOD,NJ,40.648432,-74.319714,NA,2,1,NA,3920,1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Single Family Home On Tree Lined Street.  Enter Into A Sun Room For Relaxation, Living Room Opens To Dining Room, 2 Bedrooms, Freshly Painted, All New Kitchen Appliances.   10' Closet Being Installed in Bedroom, Large Basement With Two Storage Closets.  Window Ac, Outside  Patio.  Excellent Alternative To Apartment Living.  Near Nyc Transportation and All That Downtown Cranford Has To Offer.  Landlord Pays Water, Lawn Maintenance and Snow Removal.  Trash Included, Picked Up By Town.  No Storage in Attic."
40003201,230 Beech Ave,7027,GARWOOD,NJ,40.648383,-74.320036,NA,2,3,1500,6098,1935,NA,2,NA,Garage - Detached,Gas,Radiant,"Dining room, Family room, Laundry room, Recreation room",NA,NA,"Super charming and move in ready colonial in a very desirable section of Garwood! Open concept first floor - large living room with wood burning fireplace and stained glass windows, formal dining room with access to rear yard and deck. Sunlit den/office, kitchen with stainless appliances and modern full bath complete the first floor. Second floor boasts 2 huge bedrooms with ample closet space and adorable full bath with soaking tub and wainscoting. Large finished basement with powder room adds tons of leisure space. Large deck with private beautifully landscaped backyard and two car detached garage. Central air, hardwood floors throughout, original chestnut trim, high ceilings, newer siding, roof and windows. Quiet street and very close to schools, shopping and mass transit. Welcome home!"
40003208,515 East St,7027,GARWOOD,NJ,40.648433,-74.321073,NA,3,2,NA,3751,NA,NA,2,Park,Off-street,Gas,NA,"Dining room, Workshop",NA,NA,"A stunning classic on the desirable South Side of Garwood, your first step into this meticulously maintained home welcomes you with a huge enclosed porch. Continuing through the porch, you are greeted by the entry foyer with gleaming hardwood floors and wood trim flowing throughout. The 1st floor also boasts the living room and formal dining room, an entertainers  delight. The kitchen has access to rear deck with SunSetter Retractable Awning and beautifully landscaped fenced in yard perfect for relaxing or gardening.  The 2nd floor consists of the sunny bedrooms and spacious main bath. This home also has a bonus walk up finished attic! Some features include newer windows, newer roof, high ceilings, and so much more! This home is conveniently located near shops and is half a mile to the Garwood Train Station and down the quiet tree-lined street to beautiful Unami Park! "
40003211,513 Beech Ave,7027,GARWOOD,NJ,40.646974,-74.327294,NA,2,1,2250,7405,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAT / HOT WATER / WATER and GARBAGE INCLUDED! Lovely newly painted 2nd floor apt with private entrance features; Just remodeled kitchen, dining room, large living room, 2 generous bedrooms, thermopane windows on quiet residential street. Easy on street parking right in front and can use driveway during snow storms for town plowing. Some garage and attic storage. Shows great, very clean, mini blinds on all windows! 5 short blocks to town shopping and NYC bus and trains. Excellent Value, hurry! No smoking please!"
40003212,509 Beech Ave,7027,GARWOOD,NJ,40.646984,-74.32704,NA,3,3,1984,5001,1960,NA,2,Territorial,"Off-street, On-street",NA,NA,"Recreation room, Sun room",NA,NA,"Pristine condition 2nd floor apartment on quiet street just 4-5 blocks to NYC bus/train and town shopping. HEAT, HOT WATER, WATER and GARBAGE ALL INCLUDED! Tenant pays cooking gas and electric only! Br has sitting room/office/TV room w/skylights attached...room has a balcony/deck. Wall to wall carpeting throughout for quietness. 2 walk in closets. Available for 3/1 occupancy. Owners request no pets and no smoking. Owners supply 2 new window A/C units. Limited use of floored attic. Street parking right in front only but loads of room...not a problem!"
40003232,424 Pine Ave,7027,GARWOOD,NJ,40.646921,-74.325452,NA,2,1,1266,4791,1948,NA,NA,NA,NA,NA,Baseboard,"Office, Laundry room, Dining room",NA,NA,"NOTHING TO DO HERE BUT MOVE IN! MINT CONDITION CUSTOM HOME FILLED WITH UPGRADES & IMPROVEMENTS. YOU MUST GO INSIDE TO SEE HOW SPACIOUS IT IS. LG LIVING ROOM & WOODBURNING FIREPLACE, BONUS ROOM WITH CATHEDRAL CEILING & PALLADIUM WINDOW, UPDATED COUNTRY KITCHEN AND SEPARATE DINING AREA, SLIDERS TO LG DECK, GENEROUS BACKYARD, ABUNDANT CLOSETS & STORAGE. NEWER WINDOWS,SIDING & FURNACE. UPGRADED ELECTRIC & SO MUCH MORE! EASY TO SHOW...SEE & SELL"
40003237,450 Pine Ave,7027,GARWOOD,NJ,40.646793,-74.326391,NA,3,2,2268,5998,1948,NA,NA,NA,NA,"Other, Gas","Forced air, Other",NA,NA,NA,"With limited houses for sale in Garwood, here is your chance to be a part of a great neighborhood! Wonderfully maintained Custom Cape Cod a 1/2 mile from both the train station for a NYC commute and Unami Park. Schools, downtown Garwood, and NJ highways are also close. This home features 2 bedrooms on the first floor (including the Master). Additional features include a wood-burning fireplace, hardwood floors beneath carpeting, and a 3-season porch. The upper level could either be one large Bedroom Suite (great as a Master Suite), with a full bathroom, or can be divided into a Bedroom and a Family Room. A good possibility as an In-Law Suite. There is also a large walk-in attic for tons of storage or expansion possibilities. Furnace and AC unit are fairly new (and UST has been removed & is documented)."
40003256,350 Pine Ave,7027,GARWOOD,NJ,40.647273,-74.322864,NA,3,2,1288,5001,1949,2007,2,NA,Garage - Attached,Gas,NA,"Dining room, Family room, Laundry room, Master bath, Office",NA,NA,"TOTALLY ADORABLE and UPDATED CAPE SET IN GREAT LOCATION CLOSE TO UNAMI PARK, NYC TRAIN and TOWN! Updates include kitchen w/granite and stainless steel app, 2 updated baths, new Anderson wood windows, newer central air and furnace, newer roof,  new hardwood floors upstairs,partially finished basement family room, fenced yard, inside freshly painted 2017, front and back steps redone 2016, garage sheet rocked, French drains and 2 sump pumps w/battery back up. NOTHING TO DO JUST MOVE RIGHT IN! See virtual tour and floor plans!"
40003259,615 Center St,7027,GARWOOD,NJ,40.647148,-74.323474,NA,4,1,2548,9801,1948,NA,2,NA,Garage - Detached,NA,NA,NA,NA,NA,"Whether you want to Fix & Flip, or own a bigger home than you thought possible with a little sweat equity this may be for you!"
40003274,401 Pine Ave,7027,GARWOOD,NJ,40.646607,-74.32448,NA,2,1.5,1268,3998,1930,NA,2,NA,Garage - Detached,Gas,NA,"Dining room, Family room, Library, Office, Pantry, Sun room, Walk-in closet",NA,Garwood,"Charming Colonial with fireplace, updated kitchen & baths.  Crown molding in LR&DR.  Hardwood floors throughout.  Full basement, ceiling fans, A/C unit(s).  Remodeled front sun porch with tile.  Fenced yard.  Will include appliances: i.e. washer/dryer, refrigerator, stove/oven, microwave, dishwasher."
40003285,434 Hazel Ave,7027,GARWOOD,NJ,40.646173,-74.325621,NA,3,2,1738,3920,1970,NA,2,NA,Garage - Attached,NA,Forced air,NA,NA,NA,"Lovely well built ranch situated on a dead end street in the desirable town of Garwood! 3 spacious bedrooms (one is currently being used as a formal dining room) 1.5 baths, central a/c, finished basement, family room & so much more! Oil tank is in use and insured. This is a wonderful and well cared for home in a great location on the Westfield boarder at an affordable price! "
40003287,705 Center St,7027,GARWOOD,NJ,40.646747,-74.323452,NA,4,2.5,1742,10001,1940,NA,NA,NA,NA,Gas,NA,NA,NA,NA,NA
40003303,312 Hazel Ave,7027,GARWOOD,NJ,40.646723,-74.32158,NA,3,2,1404,3999,1976,NA,NA,NA,NA,Gas,Baseboard,NA,NA,NA,"Spacious Light and Bright Ranch Style Living at its best! 3 BR 2 Full Bths (Updated 2nd full bath in bsmt), HWD floors, CAC '03, close to shops, schools and NY transp Succesful Tax Appeal with $2240.50 reduction Taxes now $7645"
40003307,332 Hazel Ave,7027,GARWOOD,NJ,40.646632,-74.322253,NA,3,2,1850,6098,1952,2000,2,NA,"Garage - Attached, On-street",NA,NA,NA,NA,NA,"Large expanded custom built cape with 2 additions well maintained by one owner. Fantastic location and over size lot make this home the perfect choice for updating.Freshly painted and sun filled rooms, Spruced up nicely with gleaming redone Hardwood floors. Grade Level Great room addition with access to Garage, 1st Level Office/Bedroom addition with rear entrance. Beautiful expansive yard includes a deck with Gazebo a mere few blocks to Park. Huge Basement just waiting to be finished. Newer Central Air, large 2nd level with added storage and half bath a cinch to add a tub and shower."
40003308,336 Hazel Ave,7027,GARWOOD,NJ,40.646607,-74.32243,NA,6,3,2526,3999,1902,1978,2,NA,Garage - Detached,NA,NA,NA,NA,NA,NA
40003314,715 Center St,7027,GARWOOD,NJ,40.646477,-74.323388,NA,3,1.5,1707,10018,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Impeccable home in move-in condition on large beautifully landscaped property. Gas heat, Central A/C, hardwood floors, first floor laundry, granite counter tops, attached garage, close to town."
40003321,260 Hazel Ave,7027,GARWOOD,NJ,40.646834,-74.320764,NA,3,1.5,1728,6098,1950,NA,NA,NA,Garage - Attached,Gas,Forced air,Dining room,NA,NA,NA
40003325,411 Hazel Ave,7027,GARWOOD,NJ,40.645864,-74.324614,NA,3,2,NA,7000,1970,NA,2,None,Garage - Attached,NA,NA,"Dining room, Family room, Laundry room, Mud room",NA,NA,"Single family split level. 3 bedrooms and 1 full bath on top floor, living rm, kitchen & dining rm middle floor, foyer,full bath & family main floor"
40003328,812 Center St,7027,GARWOOD,NJ,40.645814,-74.323961,NA,4,2,1516,11325,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charming stone front Colonial  with spacious entrance foyer and lovely details. Formal living room with wood-burning fireplace and built-in shelves. Formal dining rm with beautiful natural light. 2 updated full bathrooms, hardwood floors throughout the first and second floors, freshly painted interior, 3 season screened porch, archways and crown moldings. Well maintained kitchen with stainless appliances, plenty of cabinet space, and an eat-in area. Third floor offers a 4th bedroom (no heat) with built-in storage and bunk beds. Finished basement with wet bar, laundry, and storage. Large patio, spacious and fenced yard, 2 car detached garage. Simply move in and add your own personal touches!!!!!"
40003337,341 Hazel Ave,7027,GARWOOD,NJ,40.646156,-74.322469,NA,3,1.5,1541,3999,1929,NA,3,NA,"Garage - Detached, Off-street",NA,NA,Dining room,NA,NA,"Beautiful Side Hall Colonial. This house features open front porch, 3 bedrooms, Living room, Dining room, eat in Kitchen, 1 1/2 bath rooms and Den. Great home for entertaining. Renovated in 2010."
40003339,335 Hazel Ave,7027,GARWOOD,NJ,40.646195,-74.322186,NA,3,1.5,1276,3920,1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOVELY COLONIAL HOME! MANY NEW near Unami Park, 3Br, 1.5bth colonial with updated Oak Kit,Newer Hardi-plank siding & insulation,Single layer roof. Attic is partially fin(no heat).Shed w/electricity. $396,500."
40003343,309 Hazel Ave,7027,GARWOOD,NJ,40.646301,-74.321406,NA,3,1,NA,3920,1919,NA,3,NA,NA,Gas,NA,Dining room,NA,NA,"Charming colonial home with open front porch. 2-3 bedroom colonial (spacious 3rd bedroom accessed from master bedroom).New gas furnace 2016 and hot water heater 2015. Updates since 2006: roof, siding, and electric panel., some bath updates and some newer windows on third floor. Lovely fenced yard with storage shed."
40003350,330 Hemlock Ave,7027,GARWOOD,NJ,40.645944,-74.321983,NA,3,1,1440,4200,1950,NA,NA,NA,NA,Gas,Baseboard,NA,NA,NA,"Well maintained 3 BR cape 1 block from Unami Park! Timberland roof and boiler replaced in 2010. Some replacement windows, maint free siding, low taxes. Yard with patio and shed. 1/2 mile to train."
40003352,340 Hemlock Ave,7027,GARWOOD,NJ,40.645897,-74.322327,NA,3,1.5,NA,4400,1956,NA,NA,NA,NA,NA,NA,NA,NA,Garwood/ Clark,"Charming well cared for split offers 3 bedrooms, and 1.5 baths, ground level Family Room PLUS Finished Basement, Hard wood Floors, Central Air, All Anderson Windows and Sliding Glass door, Formal Dining Room, Large Kitchen, deck and 1 car garage. This is a must see home to appreciate. call Lisa Stafford Today (908)337-2021"
40003368,226 Hemlock Ave,7027,GARWOOD,NJ,40.64632,-74.319216,NA,3,1.5,1992,5227,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Completely updated home.  Nothing to do but move-in!  LR w/bow window, gleaming hardwood floor and crown molding.  DR opens to the updated Kitchen w/ granite and SS appliances.  Delightful, heated sunroom boasts skylights and has access to the patio and manicured, fenced yard. Ground level expanded FR (14'x25') features a gas FP and skylights.  3 good-sized BR's, 1.5 updated baths, a basement w/rec room, laundry, and a workshop provides ample space for all.  A few of the amenities of this meticulous home include an oversized garage, gas furnace, central air, newer siding, roof and windows and a recently paved driveway. Great location, close to park, town and train."
40003379,906 Center St,7027,GARWOOD,NJ,40.645175,-74.323736,NA,3,2,1392,3920,1951,NA,NA,NA,Garage - Attached,Gas,Baseboard,NA,NA,NA,NA
40003381,916 Center St,7027,GARWOOD,NJ,40.644933,-74.323678,NA,4,2,1820,6098,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Absolutely mint condition and meticulously maintained colonial style cape. Custom built by original owner. 4 BR 2 Bath. Gleaming hardwood floors, fireplace, 1st level Florida room, finished basement. A true joy to show. Perfect, close to everything location at the end of Center street."
40003383,355 Hemlock Ave,7027,GARWOOD,NJ,40.645377,-74.322869,NA,3,1.5,1366,3920,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Extremely spacious Vintage Colonial in need of customization. Loaded with charm including chestnut detail work, Fireplace,large country Kitchen and nice size bedrooms. Close to everything location, mass transit, shopping and Unami Park..This classic home is sure to please with some updating and TLC. Formal living and Dining room."
40003390,317 Hemlock Ave,7027,GARWOOD,NJ,40.645573,-74.321433,NA,3,2,1207,5001,1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40003419,222 Hickory Ave,7027,GARWOOD,NJ,40.645628,-74.318976,NA,3,1.5,1500,10890,1950,2008,1,Park,"Garage - Attached, On-street, Off-street",Gas,Radiant,NA,NA,NA,"This Ranch style home has been totally renovated with sophisticated style and attention to detail and ""green"" considerations. Updates include Granite Kitchen, all new flooring, new bath with jacuzzi tub, and much more. You will not be disappointed!"
40003420,228 Hickory Ave,7027,GARWOOD,NJ,40.645599,-74.319189,NA,3,1.5,1480,3999,1960,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
40003438,265 Hickory Ave,7027,GARWOOD,NJ,40.645025,-74.320333,NA,3,1,NA,5998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Great Location, Backs up to Unami Park.  Spacious 3 Bedroom, 1 Bath Cape Cod.  Large Bedrooms, Stone front porch, Full unfinished basement for storage, WB Fireplace Formal Dining Room.   Washer/Dryer in Basement, Furniture available if needed or wanted."
40003444,227 Hickory Ave,7027,GARWOOD,NJ,40.645211,-74.318968,NA,2,2,1500,7000,1955,NA,1,Park,"Garage - Attached, Off-street",Gas,Forced air,"Dining room, Family room, Sun room",NA,NA,RANCH
40003457,61 Wolf Pl,7205,HILLSIDE,NJ,40.709759,-74.241296,NA,7,4,3432,3001,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40003459,65 Wolf Pl,7205,HILLSIDE,NJ,40.709763,-74.241605,NA,3,1.5,3692,3998,1902,1974,2,City,Garage - Attached,Gas,Forced air,"Dining room, Master bath, Pantry, Walk-in closet",NA,NA,NA
40003462,71 Wolf Pl,7205,HILLSIDE,NJ,40.709769,-74.242046,NA,3,2,3692,3999,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rental
40003470,47 Wolf Pl,7205,HILLSIDE,NJ,40.710383,-74.240585,NA,6,4,2520,4000,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Features include 6 bedrooms, 4 bathrooms, approximately 2,520 square feet of living space, and a built-in 2-car garage. Located near everything. It will take  some upgrades and repairs to get this home ready but it could be worth the time. ***Property Condition Disclosure: Defects observed on exterior steps. Cracked/broken stone and hole on the side of steps. Missing railing. Trim missing near front door. 1st Floor Apt; Boarded window, stained wall and missing floor tile in bathroom 2nd Floor Apt; Hole in ceiling and boarded window in bathroom. Bedroom wall treated for discoloration Wall missing sheetrock and wall discoloration basement and garage.***"
40003471,49 Wolf Pl,7205,HILLSIDE,NJ,40.710303,-74.240711,NA,6,4,2560,3498,1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nice 2-Family home with good size rooms and 2-car garage. Needs TLC. Upstairs unit rented.
