zpid 	 street 	 zipcode 	 city 	 state 	 latitude 	 longitude 	 price 	 bedrooms 	 bathrooms 	 finishedSqFt 	 lotSizeSqFt 	 yearBuilt 	 yearUpdated 	 numFloors 	 view 	 parkingType 	 heatingSources 	 heatingSystem 	 rooms 	 homeDescription 	 neighborhood 	 schoolDistrict 
At grade level you find a convenient laundry and hall to door to the covered patio in the back yard and the convenient  powder room and garage entrance. The lower level recreation room with recessed lighting, dry bar is great for entertaining a gym a playroom 
The home offers hardwood floors, gas forced air heat, central air conditioning, and solar panels reducing the electric bills, and Family room and Dining area have wood laminate floors, sliding doors to back yard. Thermo pane windows ,covered patio with brick pavers garden shed, fence back yard 1 car attached garage ,  9 rooms 3 bedrooms 1 ½ baths  Taxes 8400 year The perfect place to call home  http://www.cleanpowerfinance.com/about-clean-power-finance/

 



•	Status: Active 				LR 19 x13
•	Type: Sale 					Kitchen 13 x 12
•	Beds: 3					Family room Dining Room 23 x 12
•	Full Baths: 1 					Laundry  8 x 6
•	Partial Baths: 1 				master BR 14 x12
•	Taxes 9200			 		Bedroom 13 x12
•	Town Garwood 			           Bedroom 17 x 10
•	County  Union			       Bonus Room Office 14 x 14
ADDITIONAL INFORMATION
APPLIANCES: Microwave, Dishwasher, Refrigerator, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Gas Range, Extinguisher
BASEMENT: Finished, Basement
COOLSYSTEM: Central Air, 1 Unit
EXTERIOR: Patio, Storage / Out Building / Shed
SIDING: Wood Exterior with vinyl soffits
FENCE: Wood
GARAGEDESC: Attached, 1 Car
HEATSYSTEM: Forced Air, 1 Unit
LOTDESC: Level/Flat
MAINTFEEINCLUDES: Trash/Garbage Pickup
ROOF: Asphalt Shingles
UTILITIES: Electric, Cable Internet Available, Natural Gas
SEWER: Public Sewer
WATER: Public Water
Fireplace: none
FLOORING: hardwood floors and wood Laminate Flooring, Tile Flooring, and carpeting
Interior: Closet(s), Window Treatments, Beamed Ceilings
HEATSRC: Natural Gas
Driveway: Blacktop, 2Car Drive
PARKING: off street Parking


40002749	511 Myrtle Ave	07027	GARWOOD	NJ	40.649335	-74.327785	NA	3	2.0	1500	5001	1949	2008	2	NA	NA	Gas	Forced air	Laundry room, Recreation room	NA	NA	THIS IS THE BEST DEAL IN THE AREA IS DOES NEED SOME WORK BUT AT THIS PRICE WHO CARES. THIS IS WAY BELOW THE MARKET VALUE HURRY RUN DONT WALK 908-627-2227
40002760	540 Spruce Ave	07027	GARWOOD	NJ	40.648911	-74.328855	NA	2	2.0	NA	5000	1964	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cape Cod in Garvood
40002764	564 Spruce Ave	07027	GARWOOD	NJ	40.648802	-74.329652	NA	2	1.0	NA	5998	1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	2nd floor 2bedroom unit with heat, water, and garbage included! Ample parking on the street. Tenant responsible for first $100 appliance repair and 1 month commission. Landlord lives below. Tenant supplies own a/c units
40002765	615 Spruce Ave	07027	GARWOOD	NJ	40.648198	-74.33033	NA	4	NA	1836	9060	1946	NA	2	NA	Off-street	Oil	NA	NA	NA	NA	Move in condition. Expanded Cape with large rooms. Interior freshly painted 2015. Updated large eat in kitchen. Formal dining room. Refinished hardwood floors. Front porch and back patio. Washer/  dryer, refrigerator included. Close to town and NYC transportation
40002771	555 Spruce Ave	07027	GARWOOD	NJ	40.648385	-74.329187	NA	1	1.0	NA	7501	1950	NA	NA	NA	NA	NA	NA	NA	NA	NA	GORGEOUS! Completely Renovated  Sept 2012!  2nd Floor Apt in owner occupied 2 Family has; Beautiful New Wood Kitchen w/New Appliances and Countertops,  New Tiled Bath with Tub, New Wall to Wall Carpeting and Lights, New Paint Throughout!. Residential area Just 4 Short Blocks to NYC Bus and Train, Downtown Shopping. Absolutely No Pets and No Smoking NO EXCEPTIONS!
40002773	545 Spruce Ave	07027	GARWOOD	NJ	40.648438	-74.328797	NA	3	2.0	1898	4791	1960	NA	NA	NA	NA	Gas	Forced air	NA	NA	NA	NA
40002780	509 Spruce Ave	07027	GARWOOD	NJ	40.6486	-74.327609	NA	3	2.0	1536	6250	1942	2008	2	NA	NA	Oil	Radiant	Dining room, Sun room	NA	NA	Welcome to your Dream House! Freshly polished and move-in ready, this home has been expanded and remodeled so you can relax from day one. There is something for everyone here, from the gourmet chefs kitchen to the enchanting sun porch, from the large backyard to the private nursery/office off the large master bedroom. Recent Improvements include: remodeled kitchen, updated bathrooms, refinished hardwood floors, fresh paint, new hot water heater, new fence, new driveway and walk. Located on a side street centrally located close to Garwood, Cranford and Westfields downtown shopping, dining and NYC transportation plus Unami Park.
40002795	411 Maple St	07027	GARWOOD	NJ	40.647908	-74.329366	NA	NA	NA	1536	5000	1957	2011	2	NA	Garage - Detached	Gas	Forced air	NA	NA	NA	Pristine cape totaly renovated with 2 full tiled baths, Top of the line kitchen w soft close cabinets, Granite counter tops and backsplash, finished full basement, H/W flrs,new heating,CAC  Two car garages, New Stainless steal appliances, Dishwasher, Microwave oven, French Door Refrigerator, and Gas Range/Oven, Unique European style Facade and new siding, two Cul de Sacs bordering Garwood at Maple St.and Westfield.at Locust Street,  
 
:  
 

 

40002797	407 Maple St	07027	GARWOOD	NJ	40.648178	-74.32943	NA	3	1.0	1728	5001	1952	NA	NA	NA	Garage - Detached	Gas	Forced air	NA	NA	NA	BEAUTIFUL HOME 3 BEDROOMS - MODERN EAT-IN KITCHEN (DW) -TILE BACKSPLASH -CERAMIC TILE FLOOR -MODERN TILE BATH - LL FAMILY ROOM - DECK THAT OVERLOOKS PROFESSIONAL LANDSCAPED BACKYARD -SEE MY TOUR
40002799	539 Locust Ave	07027	GARWOOD	NJ	40.6476	-74.328374	NA	NA	1.5	1040	11718	1954	NA	NA	NA	NA	NA	NA	NA	NA	NA	Quilty Built all Brick Ranch, Featuring 3 bedrooms, 1 bath, Living Room with wood burning Fireplace, galley kitchen with dish washer, Family room breeze way with Laundry Closet. Large full, semi-finish basement with high ceiling, laundry room, utility room, wet bar area and half Bath. Hardwood Floors under carpeting, large yard and a one car attach shed. Central A/C and BB heat.
40002802	521 Locust Ave	07027	GARWOOD	NJ	40.647683	-74.327738	NA	5	1.5	1800	6098	1959	NA	NA	NA	NA	Gas	Forced air	Dining room	NA	NA	NA
40002805	500 West St	07027	GARWOOD	NJ	40.647833	-74.327152	NA	4	2.5	2238	10001	1951	NA	2	NA	Garage - Attached	Gas	Baseboard	Dining room, Pantry, Workshop, Sun room, Walk-in closet	NA	NA	NA
40002806	500 Beech Ave	07027	GARWOOD	NJ	40.647437	-74.326984	NA	NA	NA	NA	5998	1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40002810	520 Beech Ave	07027	GARWOOD	NJ	40.647355	-74.327587	NA	4	3.0	3450	3999	1994	NA	2	NA	Garage - Attached	Gas	Forced air	Dining room, Family room, Laundry room, Master bath, Office	NA	NA	Mother/daughter house  Or Mother-in Law suite
40002812	447 South Ave	07027	GARWOOD	NJ	40.650944	-74.327126	NA	4	2.0	1900	3999	1902	NA	2	NA	Garage - Detached, Off-street, On-street	NA	NA	NA	NA	NA	NA
40002815	406 Willow Ave	07027	GARWOOD	NJ	40.650873	-74.325599	NA	2	2.0	1060	2613	1900	NA	NA	NA	On-street	Gas	Forced air	Laundry room, Dining room	NA	NA	NA
40002826	311 South Ave	07027	GARWOOD	NJ	40.651538	-74.322765	NA	3	2.0	1346	3484	1904	NA	2	NA	NA	Gas	NA	NA	NA	NA	3 Bedroom Colonial Close To Public Transportation  and  Shopping.  Home Has Been Completely Renovated  and  Ready.  Bonus Walk Up Attic Adds Extra Space For A Potential 4th Bedroom.   Great Price For This Totally Move In Ready Home.
40002834	328 Willow Ave	07027	GARWOOD	NJ	40.651189	-74.323277	NA	2	1.0	984	2500	1914	NA	2	NA	Off-street	NA	NA	Dining room	NA	NA	House for rent: new/completely renovated Colonial, 2 bedrooms/1 bathroom. Open floor plan with hardwood floors, granite counter top, new kitchen cabinets, tiled backsplash and new appliances.  Brand new bathroom and carpeting on 2nd flr. Spacious backyard to enjoy year round.  Washer/Dryer hook ups in basement.  Great location with access to stores, train and buses, all within 2 blocks.  On Street parking. Contact owner for viewings: Jessica 646-338-2637

Tenant responsible for utilities
40002835	330 Willow Ave # 1	07027	GARWOOD	NJ	40.651118	-74.323458	NA	3	2.0	1692	6198	2000	2010	3	Territorial	Garage - Attached	Gas	Forced air	Dining room, Family room, Master bath	NA	NA	Built in year 2000, this Modern, pristine single family, pet-friendly home newly updated. Ground level features 1 car gar, large foyer plus a storage/ laundry rm. First level has spacious EIK with center island and French doors to deck, formal dining room with French doors to deck and a large living room. Second level features master bedroom with full bath and two additional bedrooms and full bath. New carpeting throughout. Private yard with circular paver patio perfect for relaxing or bar-b-que! A few short blocks to town, trains parks and shopping. Easy commute to NYC, P
40002837	336 Willow Ave	07027	GARWOOD	NJ	40.651144	-74.323609	NA	4	2.0	2184	3698	1965	NA	2	NA	Garage - Attached	NA	Baseboard	NA	NA	NA	NA
40002842	437 Willow Ave	07027	GARWOOD	NJ	40.650233	-74.327029	NA	4	2.5	2688	3998	1902	NA	2	NA	NA	Gas	Radiant	NA	NA	NA	Welcome to the hip little town of Garwood where everything you want to do is less than a mile away: 3 gyms, Pure Barre, Massage Envy, Rosie's Wine Bar, specialty food markets, Cherrybrook Pet Shop,, restaurants and buses and train to NYC! There are several golf courses w/in a few miles. This is a home not to be missed...completely updated and appealing throughout! Formal DR, LR w/fpl, eat in kitchen, den, full bath on 1st floor.There are 3 LARGE bedrooms, full bath and office nook on the 2nd floor. The master bdrm has a big walk in closet. The finished basement is SPECTACULAR! Wood floors throughout most of home. The backyard is delightful! TAXES REDUCED TO APPROX $7300. (Den on 1st floor can be used as a 4th bdrm)
40002843	435 Willow Ave	07027	GARWOOD	NJ	40.650254	-74.326869	NA	2	1.0	99999	5001	1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	Second floor, two bedroom. New ceramic tile floor in kitchen, hall and bath. Tenants share backyard. Small pet ok.
40002844	433 Willow Ave	07027	GARWOOD	NJ	40.650278	-74.326698	NA	4	3.0	2856	4791	1973	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spacious Colonial offers large rooms and plenty of closet space. Full basement w/rec room has new carpet, storage room and an outside bsmt entrance. New carpet in LR, DR and family room. Hardwood floors on 2nd level with good sized bedrooms. Additional features include patio, fenced yard, and central air conditioning. Convenient location close to shopping, public transportation, school, and park.
40002851	409 Willow Ave	07027	GARWOOD	NJ	40.650435	-74.32554	NA	2	1.0	NA	5000	1885	NA	2	NA	Garage - Detached	Gas	Baseboard	Dining room	NA	NA	NA
40002855	400 Myrtle Ave	07027	GARWOOD	NJ	40.650136	-74.325176	NA	2	1.0	NA	3920	1977	NA	NA	NA	NA	Gas	Baseboard	Dining room	NA	Washington (Elementary) / Lincoln (Middle) / A. Johnson (HS)	NA
40002861	430 Myrtle Ave	07027	GARWOOD	NJ	40.649966	-74.326426	NA	NA	NA	NA	4500	NA	NA	2	NA	None	NA	NA	NA	NA	NA	NA
40002871	337 Willow Ave	07027	GARWOOD	NJ	40.650699	-74.323602	NA	3	1.5	1900	6699	1904	2005	2	Park	Garage - Detached	Gas	Forced air	Dining room, Family room, Master bath, Walk-in closet	NA	Lincoln	Beautiful 3BR, 1.1BA colonial with fabulously updated kitchen and half bath. Granite countertops and custom cabinets, including large pantry with roll-out shelves. Expansive family room addition wired for surround sound, covered deck and koi pond. Double lot and great location close to restaurants, schools and transportation. This is a must see!
40002880	307 Willow Ave	07027	GARWOOD	NJ	40.650882	-74.322261	NA	2	1.0	NA	3001	1936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40002890	338 Myrtle Ave	07027	GARWOOD	NJ	40.650387	-74.323332	NA	3	1.5	1160	3999	1945	NA	NA	NA	NA	Gas	NA	Dining room	NA	NA	NA
40002896	445 Myrtle Ave	07027	GARWOOD	NJ	40.649464	-74.326836	NA	4	2.0	1696	4356	1964	NA	NA	NA	NA	NA	Other	Laundry room, Dining room	NA	NA	NA
40002899	427 Myrtle Ave	07027	GARWOOD	NJ	40.649534	-74.326316	NA	4	2.0	NA	6098	NA	NA	1	None	Garage - Attached, Off-street	NA	NA	NA	NA	NA	Charming all brick custom Cape with a rustic flair. Living room with a fireplace, den with a wood burning stove. 4BR 1.5 bath. Huge basement ready to be finished. Needs some updating, Fantastic close to everything location, Great property 60 x 100. This home has real charm and appeal. Owner will remove pool if buyer does not want it. New Stove and dishwasher, Washing machine and HWH 3 years old. 30 year single layer roof 5 years old.
40002902	415 Myrtle Ave	07027	GARWOOD	NJ	40.64963	-74.325622	NA	3	2.0	1296	4791	1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	Best Price in town! Completely renovated 3 bedroom, 2 bath Colonial! Walk into a spacious formal living room, with a lovely fireplace, that leads to a formal dining room and Huge Kitchen .that has brand new cherry cabinets, granite and stainless steel. Both bathrooms are brand new never used and all three bedrooms are ample size. Lovely front porch and Great Backyard with large yard this home is perfect for living and entertaining!
40002905	403 Myrtle Ave	07027	GARWOOD	NJ	40.649702	-74.325091	NA	3	2.0	1434	5001	1900	NA	2	NA	Off-street	Gas	Forced air	Dining room, Family room	NA	NA	NA
40002907	304 Center St	07027	GARWOOD	NJ	40.649693	-74.324814	NA	2	1.0	NA	3302	2017	NA	2	NA	NA	NA	NA	NA	NA	NA	NEW CONSTRUCTION! 2BR, 1 Full Bath boasts open floor plan Kitchen and LR with recessed lighting. Brand new SS Appliances: Side-by-Side Fridge, DW, Gas Range and OTR Micro. Hardwood floors throughout, double closets in MBR and outdoor deck access. Basement storage and washer and dryer hookup. 2 short blocks to NYC trains and buses. One trained dog or up to two indoor trained cats are ok with pet fee. Smoking outside and tenant's insurance required. Available April 1.
40002911	404 Spruce Ave	07027	GARWOOD	NJ	40.649408	-74.325203	NA	3	2.0	1313	4791	1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	Classic Colonial.Gorgeous Newer Kitchen, Granite tops,center island and viking stove. Open floor plan 1rst floor. Perfect for entertaining. Charming Stained glassed windows and crown moldings.New HWH & Newer furnace & Roof & Siding.Updated baths w/ceramic tile . Full Bath w/Jacuzzi tub & skylight.Tastefully decorated and recently repainted. Newer insulation in attic.Low Taxes! Nothing to do here just Move right in to this beautiful home!!
40002918	436 Spruce Ave	07027	GARWOOD	NJ	40.64924	-74.326441	NA	3	2.0	1447	4199	1954	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spacious Split Level Home. Features 3 Bedrooms and a separate office and 2 1/2 Baths. Both full bathrooms have heater fans. Eat in kitchen, Living Room, Family Room and Finished Basement. Ceiling Fans in all bedrooms, office, Living Room and Kitchen. Includes Above Ground Pool and Rainbow Swingset within a Fenced in Yard. Laundry chute from bedroom level to Laundry area in finished Basement. Hard Wired Smoke Alarm System w/ Carbon Monoxide Detector. Central A/C with 2-Zone Heating. Double Driveway. Master<br/><br/>Brokered And Advertised By: Tri-Star Realty<br/>Listing Agent: Carl Wuestehube
40002920	444 Spruce Ave	07027	GARWOOD	NJ	40.649193	-74.326781	NA	4	2.0	1600	3999	2013	NA	2	None	On-street	Gas	Forced air	NA	NA	NA	2 family home. Great investment property with fantastic rental history. Completely brand new apartments. Home was gutted and strip to the studs and rebuilt. All new electric, plumbing, heating, central air conditioning. New kitchens with granite countertops and lots of cabinets. New bathrooms. Nice sized basement perfect for additional rooms or storage for each apartment. Nice yard and long driveway. Hardwood floors and ceramic tile. 
40002927	341 Myrtle Ave	07027	GARWOOD	NJ	40.649936	-74.323371	NA	4	1.5	1744	3920	1965	NA	2	NA	Off-street, On-street	Gas	Forced air	Dining room, Family room, Laundry room	NA	NA	Ideally located blocks from the Garwood Train Station (Raritan Valley line), Unami Park, town shops & restaurants. A must see, this Colonial home is renovated throughout including roof, kitchen, baths and more. Bright & spacious with 8 rooms, 4 bedrooms & 1 baths. The main level includes a wood-burning fireplace, wood floors, eat-in kitchen, den, powder room and laundry. Four bedrooms on the second floor with large closets and a full bathroom. In addition, this home comes with a full-unfinished basement and new deck overlooking the back yard. Make your move today!
40002943	332 Spruce Ave	07027	GARWOOD	NJ	40.649688	-74.323147	NA	3	2.0	1164	5001	1900	NA	2	NA	Garage - Detached	NA	NA	NA	NA	NA	Custom colonial home simply loaded with charm. Enjoy the serene setting with flowers in full bloom from the inviting front porch. NYC commuters paradise excellent opportunity for the first time owner. 
40002946	346 Spruce Ave	07027	GARWOOD	NJ	40.649618	-74.323661	NA	4	1.5	1564	6098	1935	NA	NA	NA	NA	NA	NA	NA	NA	NA	Beautiful Spacious Four Bedroom Colonial, Freshly Painted Interior, Vinyl Siding, New Windows, Inviting Front Porch, Up Dated Kitchen With Stainless Steel Appliances, Hardwood Floors Under Carpet, Third Floor Full Attic For Additional Storage, Large Yard, Low Taxes.  About 1/4 Mile To The Garwood NYC Train and Bus Station, Wonderful Schools, Great Place To Call Home!!  Delayed Showing Until Saturday The 9th.
40002954	425 Spruce Ave	07027	GARWOOD	NJ	40.648814	-74.326032	NA	4	2.0	NA	5001	NA	NA	2	NA	Garage - Detached, On-street	NA	NA	NA	NA	NA	NA
40002960	404 Center St	07027	GARWOOD	NJ	40.648957	-74.32473	NA	5	2.0	2626	7501	1930	NA	3	NA	Garage - Detached, Off-street, On-street	NA	NA	NA	NA	NA	NO PETS...1st Floor unit, 4 large rooms, 2 Bedroom:Mint Condition.Updated Tile Bath,Spacious Eat in Kitchen,Wood Floors. NON Smoker..Laundry Area-Basement w W/plenty of Dry Storage Area, 2nd BR (14x13) presently used as LR...Tenant pays Utilities: Heat,Water,Electric, Gas.  Landlord takes care of Lawn, Snow removal  and garbage. One parking space behind house, plus on street parking. NJ Transit Trains + shopping close by.    Tenant required to have renters insurance effective at occupancy. Landlord/Owner requires new tenants to have recent credit report, employee verification, tenants application. Bank checks for 1.5 months security + first months rent at lease signing.

2nd floor unit, 6 rooms, 2 bedroom, office + 3rd floor remodeled large living room/entertainment area.    Tenant pays Utilities: Heat,Water,Electric, Gas.  Landlord takes care of Lawn, Snow removal  and garbage. One parking space behind house, plus on street parking. NJ Transit Trains + shopping close by.    Tenant required to have renters insurance effective at occupancy. Landlord/Owner requires new tenants to have recent credit report, employee verification, tenants application. Bank checks for 1.5 months security + first months rent at lease signing.
40002965	416 Locust Ave	07027	GARWOOD	NJ	40.648508	-74.325721	NA	4	2.0	NA	6251	1930	NA	3	NA	Garage - Detached, Off-street, On-street	Gas	NA	Breakfast nook, Dining room, Laundry room, Office	NA	NA	NA
40002984	310 Locust Ave	07027	GARWOOD	NJ	40.649008	-74.322051	NA	4	2.0	1568	5001	1920	NA	NA	NA	Garage - Detached	Gas	Baseboard	NA	NA	NA	Lovely spacious Colonial offers great charm and decorator style. 4 BR, 2 Full Spa-like Baths. Large LR, Gracious FDR, Updated Kitchen has Granite counters, S/S Ref. DW, Gas-Range/Oven. Gleaming HWF Convenient first floor bedroom and full bath. Move in condition...Just unpack your bags and move right in. Convenient to Schools, Recreation, Shopping, bus and train. This home could be yours!
40002993	417 Center St	07027	GARWOOD	NJ	40.648663	-74.323818	NA	4	2.0	1535	7501	1900	2004	2	NA	Garage - Detached	Gas	Forced air	Dining room, Family room	NA	NA	Spacious Side-hall Colonial home, centrally located. Freshly painted interior, refinished Pine floors, updated Eat-in Kitchen with Granite Counter tops, Thomasville Hickory Cabinetry,   Italian Ceramic floors, newer appliances, central air. Walk up attic- ready to be finished for extra living space, spacious basement, loads of potential. Large backyard with oversized detached garage. 2 car wide driveway. 200 amp service. Furnace comes with transferable warranty. Good schools, Commuters Delight! Walk to Downtown Garwood and NY transportation! This is a Move-in Ready Home! Seller has paid for Lawn Maintenance through end of season and 4 Fall cleanup.
40002995	409 Center St	07027	GARWOOD	NJ	40.648933	-74.323882	NA	2	2.0	1757	7500	1902	NA	2	NA	Off-street	NA	NA	NA	NA	NA	Older 2 Family Home needs updating, located in convenient, well maintained prime neighborhood.  3 block walk to the NYC Train or Express Bus, Kings Supermarket and shopping center, Close to Parks, Schools and Houses of Worship.
This home sits on a 50’ X 150’ lot (7,500 sq.ft. +/-) and is comprised of an 875 sq.ft.+/- 
1st Floor 1 bedroom apartment and a 2nd Floor 1 bedroom unit consisting of 882 sq.ft. +/-
A full Basement with interior and exterior access contains a newer Weil McClain Gas Boiler, Washer and Dryer, Separate Electrical Panels, and Storage Areas.
Owner occupied for the last 29+ years, this property features a Sun-Filled Fenced-In Yard with Large Shed, Off Street Parking for 3 vehicles, Newer Windows, Newer Roof, Hardwood floors and 9 Foot Ceilings throughout.
First level - Entryway with Closet, Spacious Living Room w/ Beamed Ceiling, Separate Home Office Area, Large Bedroom, Updated Eat-In Kitchen, (w/walk-out to backyard), Full Bathroom, Basement access to Laundry and Storage.
Second level – Separate Entrance, L Shaped Living Room w/Office Area, Bedroom w/2 Exposures and 2 Closets, Eat-In Kitchen w/Large Pantry, Full Bathroom, Walk-up Steps to Attic Storage.
Can continue to be utilized as a 2 family property for occupancy or rental income, or can be easily converted to a Spacious 3 Bedroom, 2 Bath 1,757 sq.ft. (+/-) single family home with spectacular exposed staircase and Open Living/Dinning/Kitchen area.  The walk-up Attic can also be converted into a Master Bedroom/Bathroom
40003001	427 Locust Ave	07027	GARWOOD	NJ	40.647929	-74.32593	600000	4	3.0	1979	8999	1929	2008	3	City	Garage - Detached, Off-street, On-street	Gas	Baseboard, Radiant	Dining room, Family room, Recreation room	South Side	Garwood	Nice large wooden front door with sidelights brings you into a living/family room the width of the entire home. Dark wood molding around doors and windows. Straight through and you're in the E-i-K which has a large window to view the deck and yard. The rear left of the first floor is the formal dining room which has both kitchen, bath and living room access. further on the left side of the home is a Bed/play/TV room with a bay window, full closet & shower / bath. The large rear deck has both a ramp and stairs which access the kitchen door.

The right side of the first floor has a stairway of dark wood leading up to the four bed rooms and full bath. Two of the bedrooms have oversize closets while the other two have standard closets.

The 2nd floor hall has the door to the attic stairs which lead to a storage area and a heated (bed)room that Teens/Moms/Dads must draw straws for given it's privacy.

The basement has a half bath, wash basin sink, W/D hookups, natural gas hot water boiler for the radiators, a gas hot water heater, and is unfinished. 

We use window A/C units.

Cable service, FIOS or Comcast are available. The home has ample residential electrical service with an additional sub-panel in the attic. There is electrical service in the two car garage as well. There are exterior outlets on the front and rear of the home. Home Sq feet approx. 

Neighborhood : Quiet- family's with kids, walk to school. Annual block party.
40003014	408 Beech Ave	07027	GARWOOD	NJ	40.647712	-74.324963	NA	2	1.0	1824	3999	1930	NA	NA	NA	NA	NA	NA	NA	NA	NA	2nd floor apartment on quiet street w/basement and attic storage, WA and DY in basement also one car garage and rear parking, newly painted interior, convenient to town and transportation
40003015	412 Beech Ave	07027	GARWOOD	NJ	40.647693	-74.325105	NA	2	1.0	NA	3920	1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spacious first floor apt. Use of front porch,yard and basement storage and washer and dryer.Conv.to shops and train. Tenant pays 1st $100. of repairs. Tenant pays 10% of 1 year rent. NO PETS!
40003030	333 Locust Ave	07027	GARWOOD	NJ	40.648363	-74.32274	NA	3	2.0	842	7405	1934	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pristine and lovingly renovated custom colonial simply loaded with charm. From the inviting front porch, to a huge parklike property, amazing location and professionally landscaped. A serene setting with flowers in full bloom. Enchanting home with a top to bottom addition includes a huge master suite with full bath and double vanity. A true 1930's ambiance with arched doorways, gleaming hardwood floors, formal dining and living room with a wood burning fireplace. Brand new stunning kitchen with granite and glass backsplash, breakfast nook with huge pantry overlooking an amazing expanse of rear yard and huge deck. This home is pure joy to view also includes newer CAC and gas furnace, tons of light fills this home with an incandescent glow. This amazing home will not disappoint!!
40003031	336 Beech Ave	07027	GARWOOD	NJ	40.648019	-74.322712	NA	3	2.0	1664	5001	1957	NA	2	NA	Garage - Attached	Gas	Forced air	Master bath	NA	NA	This ~delightful~ home is perfectly located between Unami Park and the train station! Features include a spacious Master suite, generous basement & big,private grass yard. Many "big ticket" updates!  Located only 7 blocks away from the Garwood train station (Raritan valley line) and 6 blocks away from Unami Park! Hardwood and pergo floors throughout. Updates include: Steps, patio, driveway, shed (2012), Roof (2009),Windows (2008),Siding (2007),Wood fence (2004),Electric box (2003), CAC & furnace (12-2002), Gas meter (2001),Kitchen (1998). 
40003032	344 Beech Ave	07027	GARWOOD	NJ	40.647975	-74.323031	NA	5	2.0	NA	5001	1902	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
40003035	515 Center St	07027	GARWOOD	NJ	40.647972	-74.323671	NA	NA	NA	1582	5662	1951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40003045	228 Willow Ave	07027	GARWOOD	NJ	40.651561	-74.320547	NA	4	2.0	1704	5662	1948	NA	NA	NA	NA	NA	NA	NA	NA	NA	1st Fl has extended kit, deck off bck, Part Finished bsmt that cld be great office... it has a summ kitch&full bth..rest of bsmt is for storage & Laundry, seperate utilities
40003046	234 Willow Ave	07027	GARWOOD	NJ	40.651534	-74.320742	NA	2	1.0	1682	5502	1942	NA	NA	NA	On-street	NA	Forced air	Laundry room	NA	NA	NA
40003051	260 Willow Ave	07027	GARWOOD	NJ	40.651408	-74.321673	NA	4	2.0	1664	3999	1949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40003055	110 Willow Ave	07027	GARWOOD	NJ	40.65203	-74.317099	NA	3	1.0	700	5998	1924	NA	NA	NA	On-street	Gas	Baseboard	NA	NA	NA	Newly renovated 1st fl apt, 3 bed, 1 ba, hw floors, ss appliances, granite tops, amazing natural light, locked storage room  and  w/d hookup in bsmt
40003070	253 Willow Ave	07027	GARWOOD	NJ	40.651018	-74.321259	NA	5	3.0	2172	6499	1942	1970	2	NA	Off-street	NA	NA	NA	NA	NA	NA
40003075	225 Willow Ave	07027	GARWOOD	NJ	40.651197	-74.319939	NA	1	1.0	1252	3920	1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	Why pay rent or association fees? Own this adorable 1 bedroom Bungalow with room for expansion. Large Living room ,Formal Dining Room, Eat in Kitchen, walk up attic and unfinished basement. Lotc size 40 x 100, 1 Car detached garage, near schools, parks, shopping and NYC bus!
40003087	242 Myrtle Ave	07027	GARWOOD	NJ	40.650726	-74.320844	NA	3	1.5	1525	4791	1964	NA	NA	NA	NA	NA	NA	NA	NA	NA	BEAUTIFULLY DONE AND TOTALLY UPDATED SPLIT. A TRUE GARDENERS DREAM SURROUNDS THIS AMAZING HOME.. HUGE ALL SEASON FLORIDA ROOM WITH HEAT AND CAC OVERLOOKS SPARKLING COLOR FILLED AND PRIVATE YARD.
40003089	252 Myrtle Ave	07027	GARWOOD	NJ	40.650679	-74.321191	NA	NA	NA	NA	5201	1961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40003096	149 Willow Ave	07027	GARWOOD	NJ	40.651412	-74.318361	NA	2	1.0	9999	4791	1942	NA	NA	NA	Off-street	NA	NA	NA	NA	NA	Fully renovated 2-BR apartment on second floor.  Centrally located on a quiet street. A short walk to NY train/bus and Park.  Living room and eat-in kitchen with open floor plan. Quartz countertop, tiled backsplash, and  stainless steel looking appliances.  Laundry hookups in basement. Central A/C and forced air  gas heating.  Newer doors and windows.   1.5mo deposit. Rent +utilities.
40003097	143 Willow Ave	07027	GARWOOD	NJ	40.651436	-74.318184	NA	4	2.0	NA	4791	1902	NA	NA	NA	NA	Gas	Forced air	NA	NA	NA	Pristine Brick 2-Family, all separate utilities. New roof, windows, newer heating units.Close to NYC trains & buses, shops, schools. Great Investment property.
